Day of Start Time,Location Name,Shift Name,Avg. Quality
27-Mar-20,Packing Line 13,2nd,0
30-Mar-20,Packing Line 13,2nd,1
31-Mar-20,Packing Line 13,2nd,0.5
1-Apr-20,Packing Line 13,2nd,1
2-Apr-20,Packing Line 13,2nd,1
3-Apr-20,Packing Line 13,2nd,0.5
6-Apr-20,Packing Line 13,2nd,0.666666667
7-Apr-20,Packing Line 13,2nd,1
8-Apr-20,Packing Line 13,2nd,0.5
9-Apr-20,Packing Line 13,2nd,1
10-Apr-20,Packing Line 13,2nd,1
2-Jan-20,Packing Line 13,1st,0.333333333
3-Jan-20,Packing Line 13,1st,1
4-Jan-20,Packing Line 13,1st,1
6-Jan-20,Packing Line 13,1st,1
7-Jan-20,Packing Line 13,1st,1
8-Jan-20,Packing Line 13,1st,1
9-Jan-20,Packing Line 13,1st,1
10-Jan-20,Packing Line 13,1st,1
11-Jan-20,Packing Line 13,1st,1
13-Jan-20,Packing Line 13,1st,1
14-Jan-20,Packing Line 13,1st,1
15-Jan-20,Packing Line 13,1st,1
18-Jan-20,Packing Line 13,1st,1
20-Jan-20,Packing Line 13,1st,1
21-Jan-20,Packing Line 13,1st,1
22-Jan-20,Packing Line 13,1st,1
23-Jan-20,Packing Line 13,1st,1
24-Jan-20,Packing Line 13,1st,1
27-Jan-20,Packing Line 13,1st,1
28-Jan-20,Packing Line 13,1st,1
29-Jan-20,Packing Line 13,1st,1
30-Jan-20,Packing Line 13,1st,1
31-Jan-20,Packing Line 13,1st,1
3-Feb-20,Packing Line 13,1st,1
4-Feb-20,Packing Line 13,1st,1
5-Feb-20,Packing Line 13,1st,1
6-Feb-20,Packing Line 13,1st,1
7-Feb-20,Packing Line 13,1st,1
10-Feb-20,Packing Line 13,1st,1
11-Feb-20,Packing Line 13,1st,1
12-Feb-20,Packing Line 13,1st,1
13-Feb-20,Packing Line 13,1st,0.5
14-Feb-20,Packing Line 13,1st,0.5
17-Feb-20,Packing Line 13,1st,1
18-Feb-20,Packing Line 13,1st,1
19-Feb-20,Packing Line 13,1st,1
20-Feb-20,Packing Line 13,1st,1
21-Feb-20,Packing Line 13,1st,1
24-Feb-20,Packing Line 13,1st,1
25-Feb-20,Packing Line 13,1st,1
26-Feb-20,Packing Line 13,1st,0.666666667
27-Feb-20,Packing Line 13,1st,1
28-Feb-20,Packing Line 13,1st,0.5
29-Feb-20,Packing Line 13,1st,1
2-Mar-20,Packing Line 13,1st,1
3-Mar-20,Packing Line 13,1st,1
4-Mar-20,Packing Line 13,1st,1
5-Mar-20,Packing Line 13,1st,1
6-Mar-20,Packing Line 13,1st,1
7-Mar-20,Packing Line 13,1st,1
8-Mar-20,Packing Line 13,1st,1
9-Mar-20,Packing Line 13,1st,1
10-Mar-20,Packing Line 13,1st,1
11-Mar-20,Packing Line 13,1st,1
12-Mar-20,Packing Line 13,1st,1
13-Mar-20,Packing Line 13,1st,0
14-Mar-20,Packing Line 13,1st,1
15-Mar-20,Packing Line 13,1st,1
16-Mar-20,Packing Line 13,1st,1
17-Mar-20,Packing Line 13,1st,0
18-Mar-20,Packing Line 13,1st,0
20-Mar-20,Packing Line 13,1st,0
22-Mar-20,Packing Line 13,1st,1
23-Mar-20,Packing Line 13,1st,1
25-Mar-20,Packing Line 13,1st,1
26-Mar-20,Packing Line 13,1st,1
27-Mar-20,Packing Line 13,1st,1
30-Mar-20,Packing Line 13,1st,1
31-Mar-20,Packing Line 13,1st,1
1-Apr-20,Packing Line 13,1st,1
2-Apr-20,Packing Line 13,1st,0
3-Apr-20,Packing Line 13,1st,0
6-Apr-20,Packing Line 13,1st,1
7-Apr-20,Packing Line 13,1st,1
8-Apr-20,Packing Line 13,1st,1
10-Apr-20,Packing Line 13,1st,0
2-Jan-20,Packing Line 14,3rd,0
3-Jan-20,Packing Line 14,3rd,0
8-Jan-20,Packing Line 14,3rd,0
13-Jan-20,Packing Line 14,3rd,0
15-Jan-20,Packing Line 14,3rd,0
17-Jan-20,Packing Line 14,3rd,0
18-Jan-20,Packing Line 14,3rd,0
21-Jan-20,Packing Line 14,3rd,0
28-Jan-20,Packing Line 14,3rd,0
8-Feb-20,Packing Line 14,3rd,0
10-Feb-20,Packing Line 14,3rd,0
11-Feb-20,Packing Line 14,3rd,0
17-Feb-20,Packing Line 14,3rd,0
18-Feb-20,Packing Line 14,3rd,0
21-Feb-20,Packing Line 14,3rd,0
24-Feb-20,Packing Line 14,3rd,0
26-Feb-20,Packing Line 14,3rd,0
2-Mar-20,Packing Line 14,3rd,0
4-Mar-20,Packing Line 14,3rd,0
5-Mar-20,Packing Line 14,3rd,0
9-Mar-20,Packing Line 14,3rd,0
10-Mar-20,Packing Line 14,3rd,0
16-Mar-20,Packing Line 14,3rd,0
17-Mar-20,Packing Line 14,3rd,0
18-Mar-20,Packing Line 14,3rd,0
20-Mar-20,Packing Line 14,3rd,0
24-Mar-20,Packing Line 14,3rd,0
26-Mar-20,Packing Line 14,3rd,0
1-Apr-20,Packing Line 14,3rd,0
6-Apr-20,Packing Line 14,3rd,0
8-Apr-20,Packing Line 14,3rd,0
7-Jan-20,Packing Line 14,2nd,0
8-Jan-20,Packing Line 14,2nd,0
9-Jan-20,Packing Line 14,2nd,0
17-Jan-20,Packing Line 14,2nd,0
20-Jan-20,Packing Line 14,2nd,0
22-Jan-20,Packing Line 14,2nd,0
27-Jan-20,Packing Line 14,2nd,0
29-Jan-20,Packing Line 14,2nd,0
30-Jan-20,Packing Line 14,2nd,0
3-Feb-20,Packing Line 14,2nd,0
4-Feb-20,Packing Line 14,2nd,0
5-Feb-20,Packing Line 14,2nd,0
10-Feb-20,Packing Line 14,2nd,0
12-Feb-20,Packing Line 14,2nd,0
17-Feb-20,Packing Line 14,2nd,0
19-Feb-20,Packing Line 14,2nd,0
24-Feb-20,Packing Line 14,2nd,0
25-Feb-20,Packing Line 14,2nd,0
26-Feb-20,Packing Line 14,2nd,0
27-Feb-20,Packing Line 14,2nd,0
28-Feb-20,Packing Line 14,2nd,0
2-Mar-20,Packing Line 14,2nd,0
4-Mar-20,Packing Line 14,2nd,0
11-Mar-20,Packing Line 14,2nd,0
20-Mar-20,Packing Line 14,2nd,0
23-Mar-20,Packing Line 14,2nd,0
25-Mar-20,Packing Line 14,2nd,0
30-Mar-20,Packing Line 14,2nd,0
1-Apr-20,Packing Line 14,2nd,0
7-Apr-20,Packing Line 14,2nd,0
8-Apr-20,Packing Line 14,2nd,0
9-Apr-20,Packing Line 14,2nd,0
10-Apr-20,Packing Line 14,2nd,0
15-Jan-20,Packing Line 14,1st,0
18-Jan-20,Packing Line 14,1st,0
20-Jan-20,Packing Line 14,1st,0
21-Jan-20,Packing Line 14,1st,0
28-Jan-20,Packing Line 14,1st,0
7-Feb-20,Packing Line 14,1st,0
11-Feb-20,Packing Line 14,1st,0
12-Feb-20,Packing Line 14,1st,0
14-Feb-20,Packing Line 14,1st,0
17-Feb-20,Packing Line 14,1st,0
19-Feb-20,Packing Line 14,1st,0
21-Feb-20,Packing Line 14,1st,0
25-Feb-20,Packing Line 14,1st,0
28-Feb-20,Packing Line 14,1st,0
7-Mar-20,Packing Line 14,1st,0
10-Mar-20,Packing Line 14,1st,0
16-Mar-20,Packing Line 14,1st,0
17-Mar-20,Packing Line 14,1st,0
19-Mar-20,Packing Line 14,1st,0
24-Mar-20,Packing Line 14,1st,0
25-Mar-20,Packing Line 14,1st,0
26-Mar-20,Packing Line 14,1st,0
28-Mar-20,Packing Line 14,1st,0
29-Mar-20,Packing Line 14,1st,0
31-Mar-20,Packing Line 14,1st,0
6-Apr-20,Packing Line 14,1st,0
7-Apr-20,Packing Line 14,1st,0
9-Apr-20,Packing Line 14,1st,0
10-Apr-20,Packing Line 14,1st,0
28-Jan-20,Quality Lab,3rd,0
29-Jan-20,Quality Lab,3rd,0
30-Jan-20,Quality Lab,3rd,0
31-Jan-20,Quality Lab,3rd,0
1-Feb-20,Quality Lab,3rd,0
2-Feb-20,Quality Lab,3rd,0
3-Feb-20,Quality Lab,3rd,0
4-Feb-20,Quality Lab,3rd,0
5-Feb-20,Quality Lab,3rd,0
6-Feb-20,Quality Lab,3rd,0
7-Feb-20,Quality Lab,3rd,0
8-Feb-20,Quality Lab,3rd,0
9-Feb-20,Quality Lab,3rd,0
10-Feb-20,Quality Lab,3rd,0
11-Feb-20,Quality Lab,3rd,0
12-Feb-20,Quality Lab,3rd,0
13-Feb-20,Quality Lab,3rd,0
14-Feb-20,Quality Lab,3rd,0
15-Feb-20,Quality Lab,3rd,0
16-Feb-20,Quality Lab,3rd,0
17-Feb-20,Quality Lab,3rd,0
18-Feb-20,Quality Lab,3rd,0
19-Feb-20,Quality Lab,3rd,0
20-Feb-20,Quality Lab,3rd,0
21-Feb-20,Quality Lab,3rd,0
22-Feb-20,Quality Lab,3rd,0
23-Feb-20,Quality Lab,3rd,0
25-Feb-20,Quality Lab,3rd,0
26-Feb-20,Quality Lab,3rd,0
27-Feb-20,Quality Lab,3rd,0
28-Feb-20,Quality Lab,3rd,0
29-Feb-20,Quality Lab,3rd,0
1-Mar-20,Quality Lab,3rd,0
2-Mar-20,Quality Lab,3rd,0
3-Mar-20,Quality Lab,3rd,0
4-Mar-20,Quality Lab,3rd,0
5-Mar-20,Quality Lab,3rd,0
6-Mar-20,Quality Lab,3rd,0
7-Mar-20,Quality Lab,3rd,0
8-Mar-20,Quality Lab,3rd,0
14-Mar-20,Quality Lab,3rd,0
15-Mar-20,Quality Lab,3rd,0
16-Mar-20,Quality Lab,3rd,0
17-Mar-20,Quality Lab,3rd,0
18-Mar-20,Quality Lab,3rd,0
19-Mar-20,Quality Lab,3rd,0
20-Mar-20,Quality Lab,3rd,0
22-Mar-20,Quality Lab,3rd,0
6-Jan-20,Quality Lab,2nd,0
7-Jan-20,Quality Lab,2nd,0
8-Jan-20,Quality Lab,2nd,0
9-Jan-20,Quality Lab,2nd,0
10-Jan-20,Quality Lab,2nd,0
11-Jan-20,Quality Lab,2nd,0
12-Jan-20,Quality Lab,2nd,0
13-Jan-20,Quality Lab,2nd,0
14-Jan-20,Quality Lab,2nd,0
15-Jan-20,Quality Lab,2nd,0
16-Jan-20,Quality Lab,2nd,0
1-Jan-20,Quality Lab,1st,0
2-Jan-20,Quality Lab,1st,0
3-Jan-20,Quality Lab,1st,0
4-Jan-20,Quality Lab,1st,0
5-Jan-20,Quality Lab,1st,0
6-Jan-20,Quality Lab,1st,0
17-Jan-20,Quality Lab,1st,0
18-Jan-20,Quality Lab,1st,0
19-Jan-20,Quality Lab,1st,0
20-Jan-20,Quality Lab,1st,0
21-Jan-20,Quality Lab,1st,0
22-Jan-20,Quality Lab,1st,0
23-Jan-20,Quality Lab,1st,0
24-Jan-20,Quality Lab,1st,0
25-Jan-20,Quality Lab,1st,0
26-Jan-20,Quality Lab,1st,0
27-Jan-20,Quality Lab,1st,0
28-Jan-20,Quality Lab,1st,0
8-Mar-20,Quality Lab,1st,0
9-Mar-20,Quality Lab,1st,0
10-Mar-20,Quality Lab,1st,0
11-Mar-20,Quality Lab,1st,0
12-Mar-20,Quality Lab,1st,0
13-Mar-20,Quality Lab,1st,0
15-Mar-20,Quality Lab,1st,0
16-Mar-20,Quality Lab,1st,0
17-Mar-20,Quality Lab,1st,0
21-Mar-20,Quality Lab,1st,0
22-Mar-20,Quality Lab,1st,0
23-Mar-20,Quality Lab,1st,0
24-Mar-20,Quality Lab,1st,0
25-Mar-20,Quality Lab,1st,0
26-Mar-20,Quality Lab,1st,0
27-Mar-20,Quality Lab,1st,0
28-Mar-20,Quality Lab,1st,0
29-Mar-20,Quality Lab,1st,0
30-Mar-20,Quality Lab,1st,0
31-Mar-20,Quality Lab,1st,0
1-Apr-20,Quality Lab,1st,0
2-Apr-20,Quality Lab,1st,0
3-Apr-20,Quality Lab,1st,0
4-Apr-20,Quality Lab,1st,0
5-Apr-20,Quality Lab,1st,0
6-Apr-20,Quality Lab,1st,0
7-Apr-20,Quality Lab,1st,0
8-Apr-20,Quality Lab,1st,0
9-Apr-20,Quality Lab,1st,0
10-Apr-20,Quality Lab,1st,0
11-Apr-20,Quality Lab,1st,0
4-Mar-20,Wash Line 1,Wash 1st,0
